,0,1,2,3,4,5,6,7,8,Total_Sales
0,0.47514677103718195,0.8429886657541978,0.40511788384128805,0.0,0.6302673385765398,0.3061224489795918,0.0,0.0,0.0,244177.00360000003
1,0.5856164383561644,0.8432901797649863,0.40511788384128805,0.0,0.6302673385765398,0.9183673469387755,0.0,0.0,0.0,244177.00360000003
2,0.6294520547945206,0.8377522768716841,0.37655740847230207,0.0,0.6302673385765398,0.040816326530612235,0.0,0.0,0.0,244177.00360000003
3,0.6645792563600782,0.8357989356527737,0.37655740847230207,0.0,0.6302673385765398,0.6530612244897959,0.0,0.0,0.0,244177.00360000003
4,0.7300391389432485,0.8330023783741514,0.37655740847230207,0.0,0.6302673385765398,0.48979591836734687,0.0,0.0,0.0,244177.00360000003
5,0.7518590998043052,0.8329772459456388,0.37655740847230207,0.0,0.6302673385765398,0.32653061224489793,0.0,0.0,0.0,244177.00360000003
6,0.8096868884540117,0.8412713694743437,0.37655740847230207,0.0,0.6302673385765398,0.22448979591836732,0.0,0.0,0.0,244177.00360000003
7,0.8071428571428572,0.8440360779762923,0.37655740847230207,0.0,0.6302673385765398,0.836734693877551,0.0,0.0,0.0,244177.00360000003
8,0.811839530332681,0.8417370405640228,0.3745447575234809,0.0,0.6302673385765398,0.040816326530612235,0.0,0.0,0.0,244177.00360000003
9,0.8076320939334638,0.8405990050931316,0.3745447575234809,0.0,0.6302673385765398,0.673469387755102,0.0,0.0,0.0,244177.00360000003
10,0.8729941291585126,0.8445161970242256,0.3745447575234809,0.0,0.6302673385765398,0.4081632653061224,0.0,0.0,0.0,244177.00360000003
11,0.8714285714285714,0.8458483847809426,0.3745447575234809,0.0,0.6302673385765398,0.5918367346938775,0.0,0.0,0.0,244177.00360000003
12,0.8147749510763208,0.8447790164074396,0.3745447575234809,0.0,0.6302673385765398,0.14285714285714285,0.0,0.0,0.0,244177.00360000003
13,0.7901174168297456,0.8444225606124622,0.3745447575234809,1.0,0.6302673385765398,0.7551020408163265,0.0,0.0,0.0,244032.87180000002
14,0.7235812133072407,0.8461703463845154,0.37943262411347517,0.0,0.6302673385765398,-0.04081632653061225,0.0,0.0,0.0,244177.00360000003
15,0.6456947162426614,0.8469094501505878,0.37943262411347517,0.0,0.6302673385765398,0.5918367346938775,0.0,0.0,0.0,244177.00360000003
16,0.5949119373776908,0.8489818844609067,0.37943262411347517,0.0,0.6302673385765398,0.32653061224489793,0.0,0.0,0.0,244177.00360000003
17,0.6034246575342466,0.8494519507351492,0.37943262411347517,0.0,0.6302673385765398,0.9387755102040816,0.0,0.0,0.0,244177.00360000003
18,0.5022504892367906,0.8455297872828738,0.37943262411347517,0.0,0.6302673385765398,0.14285714285714285,0.0,0.0,0.0,244177.00360000003
19,0.47348336594911933,0.8441335263160086,0.37943262411347517,0.0,0.6302673385765398,0.7755102040816326,0.0,0.0,0.0,244177.00360000003
20,0.3665362035225049,0.8440490855872891,0.37023193406172134,0.0,0.6302673385765398,-0.020408163265306124,0.0,0.0,0.0,244177.00360000003
21,0.6031311154598825,0.867437891198118,0.37023193406172134,0.0,0.6302673385765398,0.20408163265306117,0.0,0.0,0.0,244177.00360000003
22,0.5442270058708415,0.8702822428960177,0.37023193406172134,0.0,0.6302673385765398,0.836734693877551,0.0,0.0,0.0,244177.00360000003
23,0.599119373776908,0.8774603523508946,0.36448150277937513,0.0,0.6302673385765398,-0.04081632653061225,0.0,0.0,0.0,244177.00360000003
24,0.6839530332681018,0.8798055134982505,0.36448150277937513,0.0,0.6302673385765398,0.5714285714285714,0.0,0.0,0.0,244177.00360000003
25,0.6523483365949119,0.8869391333251226,0.36448150277937513,0.0,0.6302673385765398,0.38775510204081626,0.0,0.0,0.0,244177.00360000003
26,0.7602739726027397,0.8886004171989066,0.36448150277937513,0.0,0.6302673385765398,0.32653061224489793,0.0,0.0,0.0,244177.00360000003
27,0.8322896281800392,0.8817753529706887,0.36448150277937513,0.0,0.6302673385765398,0.12244897959183672,0.0,0.0,0.0,244177.00360000003
28,0.8335616438356164,0.8795003318908059,0.36448150277937513,0.0,0.6302673385765398,0.7551020408163265,0.0,0.0,0.0,244177.00360000003
29,0.8572407045009784,0.8808903994633186,0.3913168487636573,0.0,0.6302673385765398,-0.04081632653061225,0.0,0.0,0.0,244177.00360000003
30,0.8599804305283757,0.881810151641816,0.3913168487636573,0.0,0.6302673385765398,0.5714285714285714,0.0,0.0,0.0,244177.00360000003
31,0.9169275929549903,0.8844540103625287,0.3913168487636573,0.0,0.6302673385765398,0.3061224489795918,0.0,0.0,0.0,244177.00360000003
32,0.9082191780821918,0.8850587169768611,0.3913168487636573,0.0,0.6302673385765398,0.9387755102040816,0.0,0.0,0.0,244177.00360000003
33,0.8795499021526418,0.8869503773262981,0.3913168487636573,0.0,0.6302673385765398,0.061224489795918366,0.0,0.0,0.0,244177.00360000003
